"name","brand","ean","price","grammage","category","sale","image"
"REWE Beste Wahl Laugenbrezeln 770g","REWE Beste Wahl","4337256742658","1.99","770g (1 kg = 2,58 €)","Monats-Highlights","False","https://img.rewe-static.de/0444702/22880447_digital-image.png"
"Iglo Chicken Nuggets Classic 250g","Iglo","4250241209724","2.99","250g (1 kg = 11,96 €)","Monats-Highlights","True","https://img.rewe-static.de/9102046/43858289_digital-image.png"
"Rotkäppchen Sekt alkoholfrei 0,75l","Rotkäppchen-Mumm","4014741650017","4.99","0,75l (1 l = 6,65 €)","Monats-Highlights","False","https://img.rewe-static.de/0375612/732670_digital-image.png"
"Butcher's Burger Brioche Burger Buns 4 Stück","Butcher's Burger","4337256191371","1.69","250g (1 kg = 6,76 €)","Monats-Highlights","False","https://img.rewe-static.de/7937367/32850158_digital-image.png"
"Erdbeeren 500g","NA","4050373099862","3.49","500g (1 kg = 6,98 €)","Monats-Highlights","False","https://img.rewe-static.de/1098629/23731060_digital-image.png"
"REWE Beste Wahl Schlagsahne 500g","REWE Beste Wahl","4337256868310","2.89","500g (1 kg = 5,78 €)","Monats-Highlights","False","https://img.rewe-static.de/9990248/44574893_digital-image.png"
"Katjes Wunderland Rainbow Edition vegan 175g","Katjes","4037400344799","1.19","175g (1 kg = 6,80 €)","Monats-Highlights","False","https://img.rewe-static.de/7661802/40286110_digital-image.png"
"Butchers Burger Beef 230g","Butcher's Burger","4337256302302","3.33","230g (1 kg = 14,48 €)","Monats-Highlights","True","https://img.rewe-static.de/8635018/34451609_digital-image.png"
"Settele Eier-Spätzle geschabt 1kg","Settele","4006986014709","3.99","1000g","Monats-Highlights","False","https://img.rewe-static.de/0525043/22808559_digital-image.png"
"Thomy Mittelscharfer Delikatess Senf 200ml","Thomy","40056050","1.39","200ml (1 l = 6,95 €)","Monats-Highlights","False","https://img.rewe-static.de/0101486/3144530_digital-image.png"
"REWE Bio Weizen Landbrötchen 280g","REWE Bio","4337256530200","1.29","250g (1 kg = 5,16 €)","Monats-Highlights","False","https://img.rewe-static.de/8444009/31813515_digital-image.png"
"Moët & Chandon Champagner Rosé Impérial Brut 0,75l","Moët & Chandon","3185370074831","58.99","0,75l (1 l = 78,65 €)","Monats-Highlights","False","https://img.rewe-static.de/2588897/3255760_digital-image.png"
"Gösser Natur Radler 0,5l","Gösser","9028800638644","0.99","0,50l (1 l = 1,98 €)","Monats-Highlights","False","https://img.rewe-static.de/2828882/25247324_digital-image.png"
"Garnier SkinActive Tuchmaske Vitamin C 1 Stück","Garnier","3600542427531","1.79","28g (1 kg = 63,93 €)","Monats-Highlights","False","https://img.rewe-static.de/8649019/36686220_digital-image.png"
"REWE Beste Wahl Bäcker-Brötchen 360g","REWE Beste Wahl","4337256737944","0.99","360g (1 kg = 2,75 €)","Monats-Highlights","False","https://img.rewe-static.de/0138469/22496040_digital-image.png"
"Heinz Tomato Ketchup 220ml","Heinz","87157215","2.29","220ml (1 l = 10,41 €)","Monats-Highlights","False","https://img.rewe-static.de/1085756/29228064_digital-image.png"
"McCain Golden Longs 1kg","McCain","8710438035636","4.89","1000g","Monats-Highlights","False","https://img.rewe-static.de/6720617/27860518_digital-image.png"
"REWE Beste Wahl Röstzwiebeln 150g","REWE Beste Wahl","4337256119818","1.29","150g (1 kg = 8,60 €)","Monats-Highlights","False","https://img.rewe-static.de/1209186/23184041_digital-image.png"
"Butcher's Burger Sesam Burger Buns 4 Stück","Butcher's Burger","21169779","0.99","300g (1 kg = 3,30 €)","Monats-Highlights","True","https://img.rewe-static.de/7219821/32510789_digital-image.png"
"Babytime Feuchttücher sensitiv 2x80 Stück","Babytime","21337345","1.95","2x80 Stück","Monats-Highlights","False","https://img.rewe-static.de/8320041/29927825_digital-image.png"
"Super Dickmann's 250g, 9 Stück","Dickmann's","4035800407007","2.29","250g (1 kg = 9,16 €)","Monats-Highlights","False","https://img.rewe-static.de/4205960/1363350_digital-image.png"
"REWE Beste Wahl Fettarmer Joghurt mild 1,5 % Fett 1kg","REWE Beste Wahl","4337256651790","1.79","1kg","Monats-Highlights","False","https://img.rewe-static.de/8082671/29753704_digital-image.png"
"Heinz Einfach Lecker Mayonnaise 495ml","Heinz","8715700209159","3.29","495ml (1 l = 6,65 €)","Monats-Highlights","False","https://img.rewe-static.de/8280030/29291195_digital-image.png"
"Doritos Paprika 110g","Doritos","4062139005826","1.19","110g (1 kg = 10,82 €)","Monats-Highlights","True","https://img.rewe-static.de/8822160/36247726_digital-image.png"
"Zimbo Schinken Zwiebelmettwurst 120g","Zimbo","4063761540068","1.89","120g (1 kg = 15,75 €)","Monats-Highlights","False","https://img.rewe-static.de/0544307/5221300_digital-image.png"
"Pringles Sour Cream & Onion Chips 165g","Pringles","5053990127740","2.49","165g (1 kg = 15,09 €)","Monats-Highlights","False","https://img.rewe-static.de/3552434/42866554_digital-image.png"
"Heinz Barbecue Sauce 220ml","Heinz","8715700411194","2.29","220ml (1 l = 10,41 €)","Monats-Highlights","False","https://img.rewe-static.de/0332369/6896160_digital-image.png"
"REWE Bio Rinderhüftsteak 200g","REWE Bio","2168090000008","8.98","1 Stück ca. 200 g (1 kg = 44,90 €)","Monats-Highlights","False","https://img.rewe-static.de/2067251/22110892_digital-image.png"
"Pringles Original Chips 165g","Pringles","5053990127726","2.49","165g (1 kg = 15,09 €)","Monats-Highlights","False","https://img.rewe-static.de/3552433/42724306_digital-image.png"
"Ben & Jerry's Eis Cookie Dough 465ml","Ben & Jerry's","8711327373105","3.99","465ml (1 l = 8,58 €)","Monats-Highlights","True","https://img.rewe-static.de/8422570/43212452_digital-image.png"
"Hellmann's Real Salatmayonnaise 250ml","Hellmann's","8710522633830","1.49","250ml (1 l = 5,96 €)","Monats-Highlights","True","https://img.rewe-static.de/8893655/38877132_digital-image.png"
"Frosch Spiritus Glas-Reiniger Nachfüller 950ml","Frosch","4001499953958","2.69","950ml (1 l = 2,83 €)","Monats-Highlights","False","https://img.rewe-static.de/7960525/32049988_digital-image.png"
"Kneipp Geschenkset Pflege-Schaumbad Happy Bathtime 3x100ml","Kneipp","4008233153049","5.99","3x100ml (1 l = 59,90 €)","Monats-Highlights","False","https://img.rewe-static.de/8311604/30100990_digital-image.png"
"Innocent Direktsaft Orange ohne Fruchtfleisch 1350ml","Innocent","5038862435178","4.79","1350ml (1 l = 3,55 €)","Monats-Highlights","False","https://img.rewe-static.de/8641384/34183479_digital-image.png"
"Luftballons bunt 100 Stück","NA","9557869022519","3.99","1 Stück","Monats-Highlights","False","https://img.rewe-static.de/8485766/32412004_digital-image.png"
"Rügenwalder Mühle Veganes Mühlen Mett Fein 100g","Rügenwalder Mühle","4000405001714","1.99","100g (1 kg = 19,90 €)","Monats-Highlights","False","https://img.rewe-static.de/8771225/36084383_digital-image.png"
"Red Bull White Edition Kokos Blaubeere 4x0,25l","Red Bull","9002490257415","3.8","4x0,25l","Monats-Highlights","True","https://img.rewe-static.de/7706098/39510105_digital-image.png"
"Yeauty Eye Pad Mask Deep Hydration 1 Paar","NA","4260199892473","0.99","2 Stück","Monats-Highlights","False","https://img.rewe-static.de/8042498/32436890_digital-image.png"
"M&M's Peanut 250g","M&M's","4011100005846","3.99","250g (1 kg = 15,96 €)","Monats-Highlights","False","https://img.rewe-static.de/4348150/22301397_digital-image.png"
"Heinz Beanz Gebackene Bohnen 1000g","Heinz","4002473145710","3.49","1000g","Monats-Highlights","False","https://img.rewe-static.de/2162767/22288105_digital-image.png"
"Tassimo Kaffeekapseln Morning Café XL 163,8g, 21 Kapseln","Tassimo","8711000390757","5.89","163,80g (1 kg = 35,96 €)","Monats-Highlights","False","https://img.rewe-static.de/7181145/27791418_digital-image.png"
"Valensina Kids Bibi & Tina Roter Fruchtmix mit Schwarzkarotte 0,33l","Valensina","4009491020142","1.09","0,33l (1 l = 3,30 €)","Monats-Highlights","False","https://img.rewe-static.de/7857873/35906275_digital-image.png"
"Unser Land Bio Gurken geviertelt 360g","Unser Land","4022621460069","3.29","360g (1 kg = 9,14 €)","Monats-Highlights","False","https://img.rewe-static.de/0248778/1178170_digital-image.png"
"Ahoj-Brause Brause-Pulver 58g","Ahoj-Brause","40335711","0.89","58g (1 kg = 15,34 €)","Monats-Highlights","False","https://img.rewe-static.de/4000960/21332763_digital-image.png"
"Weleda Aktiv Duschgel Men 200ml","Weleda","7611916153600","6.49","200ml (1 l = 32,45 €)","Monats-Highlights","False","https://img.rewe-static.de/2217800/25183978_digital-image.png"
"NIVEA Pflegeseife Creme Soft Nachfüllbeutel 500ml","NIVEA","4005808807017","2.29","500ml (1 l = 4,58 €)","Monats-Highlights","False","https://img.rewe-static.de/3555674/1267230_digital-image.png"
"Yogi Tea Bio Tee Sweet Chai 34g 17 Beutel","Yogi Tea","4012824400665","2.75","34g (1 kg = 80,88 €)","Monats-Highlights","False","https://img.rewe-static.de/1383258/20285113_digital-image.png"
"Aperol Aperitivo 1l","Aperol","8002230000333","18.49","1l","Monats-Highlights","False","https://img.rewe-static.de/8403985/30761323_digital-image.png"
"Haribo Lakritz Parade Party Box 750g","Haribo","4001686002551","4.69","750g (1 kg = 6,25 €)","Monats-Highlights","False","https://img.rewe-static.de/7609103/42405703_digital-image.png"
"Max Cashew Peanut-Mix Hot Chili 250g","NA","4003786943505","4.59","250g (1 kg = 18,36 €)","Monats-Highlights","False","https://img.rewe-static.de/3195806/28596601_digital-image.png"
"Senseo Classic 222g, 32 Pads","Senseo","8711000486566","4.49","222g (1 kg = 20,23 €)","Monats-Highlights","False","https://img.rewe-static.de/7875117/35463441_digital-image.png"
"Coca-Cola Zero 6x0,33l","Coca-Cola","5000112610123","5.94","6x0,33l (1 l = 3 €)","Monats-Highlights","False","https://img.rewe-static.de/8088643/43620767_digital-image.png"
"Maggi Gemüse Brühe für 18l","Maggi","7613287093752","3.89","18l (1 l = 0,22 €)","Monats-Highlights","False","https://img.rewe-static.de/8479015/31983440_digital-image.png"
"Haribo Phantasia Party Box 750g","Haribo","4001686002490","4.69","750g (1 kg = 6,25 €)","Monats-Highlights","False","https://img.rewe-static.de/7622563/42121899_digital-image.png"
"Mumm & Co Sekt Rosé trocken 0,75l","Mumm & Co.","4011900518102","3.99","0,75l (1 l = 5,32 €)","Monats-Highlights","True","https://img.rewe-static.de/0569967/35394505_digital-image.png"
"Monster Energy Ultra Zero Zucker 4x0,5l","Monster","5060517884437","4.99","4x0,50l (1 l = 2,50 €)","Monats-Highlights","False","https://img.rewe-static.de/7285269/33964274_digital-image.png"
"Fuego Tortilla-Chips 450g","Fuego","4007552307720","3.89","450g (1 kg = 8,64 €)","Monats-Highlights","False","https://img.rewe-static.de/2189178/2844670_digital-image.png"
"fit Spülmittel Original 750ml","fit","4013162029051","2.19","750ml (1 l = 2,92 €)","Monats-Highlights","False","https://img.rewe-static.de/7935401/32273743_digital-image.png"
"RibWorld Bourbon BBQ Pulled Pork 360g","NA","5391511059423","4.49","360g (1 kg = 12,47 €)","Monats-Highlights","False","https://img.rewe-static.de/7634992/41263322_digital-image.png"
"Heinz Tomato Ketchup 1170ml","Heinz","8715700218427","6.49","1170ml (1 l = 5,55 €)","Monats-Highlights","False","https://img.rewe-static.de/8564347/32622843_digital-image.png"
"Persil Colorwaschmittel Color Kraft-Gel 4,5l, 100WL","Persil","4015200031798","23.99","4,50l (1 l = 5,33 €)","Monats-Highlights","False","https://img.rewe-static.de/8905951/39595293_digital-image.png"
"Absolut Vodka 0,7l","Absolut","7312040017683","14.99","0,70l (1 l = 21,41 €)","Monats-Highlights","False","https://img.rewe-static.de/6061095/3436330_digital-image.png"
"Dreamies Mega Pack mit Huhn 180g","Dreamies","4008429081767","3.99","180g (1 kg = 22,17 €)","Monats-Highlights","False","https://img.rewe-static.de/2749623/38804396_digital-image.png"
"Ültje Fusion Peanut BBQ Honey 150g","Ültje","4004980409705","1.99","150g (1 kg = 13,27 €)","Monats-Highlights","False","https://img.rewe-static.de/8972102/41445395_digital-image.png"
"Ültje Fusion Peanut meets Paprika 150g","Ültje","4004980409507","1.99","150g (1 kg = 13,27 €)","Monats-Highlights","False","https://img.rewe-static.de/7657306/41053134_digital-image.png"
"Lavera Pflegeshampoo Family 250ml","Lavera","4021457655137","4.99","250ml (1 l = 19,96 €)","Monats-Highlights","False","https://img.rewe-static.de/8383423/41665865_digital-image.png"
"Pantene Pro-V Haarshampoo Repair & Care 500ml","Pantene Pro-V","8001090093288","5.59","500ml (1 l = 11,18 €)","Monats-Highlights","False","https://img.rewe-static.de/1251474/22162635_digital-image.png"
"Böklunder Hot Dogs American Style Würstchen in Eigenhaut 300g, 6 Stück","Böklunder","4000404035758","4.39","300g (1 kg = 14,63 €)","Monats-Highlights","False","https://img.rewe-static.de/2801612/21022478_digital-image.png"
"Mumm & Co. Jahrgangssekt Extra Dry 0,75l","Mumm & Co.","4011900510106","3.99","0,75l (1 l = 5,32 €)","Monats-Highlights","True","https://img.rewe-static.de/3695760/35394519_digital-image.png"
"Light Live Sparkling Sprizz alkoholfrei 0,75l","Light Live","4001744064828","3.79","0,75l (1 l = 5,05 €)","Monats-Highlights","False","https://img.rewe-static.de/1489774/21088531_digital-image.png"
"Vinzensmurr Presssack weiß 190g","Vinzenzmurr","4006018441725","2.59","190g (1 kg = 13,63 €)","Monats-Highlights","False","https://img.rewe-static.de/8097098/34148261_digital-image.png"
"Dalli Haushaltskernseife 3x100g","Dalli","4012400532612","1.49","3x100g (1 kg = 4,97 €)","Monats-Highlights","False","https://img.rewe-static.de/6224008/23693394_digital-image.png"
"Campari Bitter 1l","Campari","8000040000802","19.99","1l","Monats-Highlights","False","https://img.rewe-static.de/4883055/23213877_digital-image.png"
"Lindt Pralinés Hochfein 200g","Lindt","4000539103865","13.99","200g (1 kg = 69,95 €)","Monats-Highlights","False","https://img.rewe-static.de/8339150/29834905_digital-image.png"
"Mumm & Co Sekt trocken 0,75l","Mumm & Co.","4011900511103","3.99","0,75l (1 l = 5,32 €)","Monats-Highlights","True","https://img.rewe-static.de/0416754/31069961_digital-image.png"
"Lindt Pralinés Classic 125g","Lindt","4000539103063","7.59","125g (1 kg = 60,72 €)","Monats-Highlights","False","https://img.rewe-static.de/8324128/29834683_digital-image.png"
"Bautz'ner Senf mittelscharf 1l","Bautz'ner","4012860003141","2.19","1kg","Monats-Highlights","False","https://img.rewe-static.de/6685935/6796170_digital-image.png"
"Rotkäppchen Fruchtsecco Sauerkirsche 0,75l","Rotkäppchen-Mumm","4014741680014","4.99","0,75l (1 l = 6,65 €)","Monats-Highlights","False","https://img.rewe-static.de/8382849/30617522_digital-image.png"
"Capri-Sun Monsteralarm Multipack 10x0,2l","Capri-Sun","4000177171929","3.49","10x0,20l (1 l = 1,75 €)","Monats-Highlights","True","https://img.rewe-static.de/2100695/26223011_digital-image.png"
"Doritos Nacho Cheese 110g","Doritos","4062139006038","1.19","110g (1 kg = 10,82 €)","Monats-Highlights","True","https://img.rewe-static.de/7794262/35855161_digital-image.png"
"Capri-Sun Multivitamin 10x0,2l","Capri-Sun","4000177032718","3.49","10x0,20l (1 l = 1,75 €)","Monats-Highlights","True","https://img.rewe-static.de/7583738/43161045_digital-image.png"
"Maggi Klare Brühe für 19l","Maggi","7613287094339","3.89","19l (1 l = 0,20 €)","Monats-Highlights","False","https://img.rewe-static.de/8477402/31983522_digital-image.png"
"Weleda Skin Food Lip Butter 8g","Weleda","4001638501989","5.49","8ml","Monats-Highlights","False","https://img.rewe-static.de/8286988/30643600_digital-image.png"
"Chupa Chups Zungenmaler 120g, 10 Stück","Chupa Chups","8410031990584","1.79","120g (1 kg = 14,92 €)","Monats-Highlights","False","https://img.rewe-static.de/7788274/1035810_digital-image.png"
"Aoste Stickado Salami Sticks Classique 70g","Aoste","3449851328005","2.49","70g (1 kg = 35,57 €)","Monats-Highlights","False","https://img.rewe-static.de/3337367/16656570_digital-image.png"
"Ostmann Dillspitzen 25g","Ostmann","4002674072105","2.89","25g (1 kg = 115,60 €)","Monats-Highlights","False","https://img.rewe-static.de/4208080/7462080_digital-image.png"
"MAOAM Kaubonbon Mao Mixx 250g","MAOAM","4001686580332","2.79","250g (1 kg = 11,16 €)","Monats-Highlights","False","https://img.rewe-static.de/1452401/9179170_digital-image.png"
"Frico Gouda Mittelalt 325g","Frico","8710912655084","4.49","325g (1 kg = 13,82 €)","Monats-Highlights","False","https://img.rewe-static.de/0557305/5224630_digital-image.png"
"Capri-Sun Jungle Drink 10x0,2l","Capri-Sun","4000177026700","3.49","10x0,20l (1 l = 1,75 €)","Monats-Highlights","True","https://img.rewe-static.de/8534052/33540527_digital-image.png"
"REWE Beste Wahl Premium Rindfleischfrikadellen 6x40g, 240g","REWE Beste Wahl","4337256278218","2.99","240g (1 kg = 12,46 €)","Monats-Highlights","False","https://img.rewe-static.de/8400502/30959082_digital-image.png"
"Meßmer Pfefferminz 112g, 50 Beutel","Meßmer","4002221009943","3.99","112,50g (1 kg = 35,47 €)","Monats-Highlights","False","https://img.rewe-static.de/0682725/5251790_digital-image.png"
"Ahoj-Brause Bonbons Box 125g","Ahoj-Brause","4033500101768","1.39","125g (1 kg = 11,12 €)","Monats-Highlights","False","https://img.rewe-static.de/7865341/2814960_digital-image.png"
"Garnier SkinActive Tuchmaske Hydra Bomb Granatapfel 1 Stück","Garnier","3600541943506","1.79","1 Stück","Monats-Highlights","False","https://img.rewe-static.de/2888666/25369117_digital-image.png"
"Greenforce Vegane Mini-Frika 180g","GREENFORCE","4260322211348","2.49","180g (1 kg = 13,83 €)","Monats-Highlights","True","https://img.rewe-static.de/8678407/34780659_digital-image.png"
"Garnier SkinActive Tuchmaske Hydra Bomb Sakura 1 Stück","Garnier","3600542383455","1.79","32g (1 kg = 55,94 €)","Monats-Highlights","False","https://img.rewe-static.de/7208304/30642124_digital-image.png"
"Jägermeister 1l","Jägermeister","4067700011008","19.99","1l","Monats-Highlights","False","https://img.rewe-static.de/5288142/2731180_digital-image.png"
"Thomy Delikatess Remoulade 500ml","Thomy","42403111","2.99","500ml (1 l = 5,98 €)","Monats-Highlights","False","https://img.rewe-static.de/7832663/34885766_digital-image.png"
"Lay's Bugles Paprika Style 75g","Lay's","4062139009831","1.19","75g (1 kg = 15,87 €)","Monats-Highlights","True","https://img.rewe-static.de/7535980/42866003_digital-image.png"
"Kölln Müsli Knusper Schoko & Keks 1,7kg","Kölln","4000540003239","9.99","1700g (1 kg = 5,88 €)","Monats-Highlights","False","https://img.rewe-static.de/2865657/26847619_digital-image.png"
"Trolli Gummibonbon Mini Burger 170g","Trolli","4000512004905","2.29","170g (1 kg = 13,47 €)","Monats-Highlights","False","https://img.rewe-static.de/2070634/1952640_digital-image.png"
"REWE Beste Wahl Mini Donuts 273g","REWE Beste Wahl","4388844147935","2.49","273g (1 kg = 9,12 €)","Monats-Highlights","False","https://img.rewe-static.de/2146674/23101944_digital-image.png"
"Red Bull Energy Drink Zuckerfrei 4x0,25l","Red Bull","9002490203719","3.8","4x0,25l","Monats-Highlights","True","https://img.rewe-static.de/0478451/5516130_digital-image.png"
"Capri-Sun Kirsche Multipack 10x0,2l","Capri-Sun","4000177997000","3.49","10x0,20l (1 l = 1,75 €)","Monats-Highlights","True","https://img.rewe-static.de/3645983/26223101_digital-image.png"
"Vivess Pappteller rund eco friendly 23cm 20 Stück","Vivess","4337256100922","1.69","20 Stück","Monats-Highlights","False","https://img.rewe-static.de/7972933/32691138_digital-image.png"
"Celebrations Pralinen Mix 269g","Celebrations","5000159500296","5.49","269g (1 kg = 20,41 €)","Monats-Highlights","False","https://img.rewe-static.de/3142097/26994300_digital-image.png"
"Oreo Cookies Original 154g","Oreo","7622300336738","1.89","154g (1 kg = 12,27 €)","Monats-Highlights","False","https://img.rewe-static.de/1123693/27662170_digital-image.png"
"Nestlé Smarties Bunte Schokolinsen Mini Schachteln 187g","SMARTIES","7613287110688","4.49","187g (1 kg = 24,01 €)","Monats-Highlights","False","https://img.rewe-static.de/2749243/24897663_digital-image.png"
"Merci lovelies 185g","Merci","4014400933055","2.99","185g (1 kg = 16,16 €)","Monats-Highlights","False","https://img.rewe-static.de/7784262/36284008_digital-image.png"
"Wodka Gorbatschow 0,7l","Wodka Gorbatschow","4003310013759","6.49","0,70l (1 l = 9,27 €)","Monats-Highlights","True","https://img.rewe-static.de/4547063/30119827_digital-image.png"
"Hellmann's Cheese Style Sauce 250ml","Hellmann's","8720182301734","1.49","250ml (1 l = 5,96 €)","Monats-Highlights","True","https://img.rewe-static.de/7816795/35690329_digital-image.png"
"Babytime Feuchttücher 99% Wasser 2x80 Stück","Babytime","21342912","3.1","2x80 Stück","Monats-Highlights","False","https://img.rewe-static.de/8363886/30324835_digital-image.png"
"Iglo 24 Omega 3 Fischstäbchen 720g","Iglo","4250241209717","7.29","720g (1 kg = 10,13 €)","Monats-Highlights","False","https://img.rewe-static.de/9096524/43906786_digital-image.png"
"Light Live Sparkling weiß alkoholfrei 0,75l","Light Live","4013100416653","3.79","0,75l (1 l = 5,05 €)","Monats-Highlights","False","https://img.rewe-static.de/5372380/5780320_digital-image.png"
"Rügenwalder Mühle Mühlen-Frikadellen klassisch 165g","Rügenwalder Mühle","4000405002612","1.99","165g (1 kg = 12,06 €)","Monats-Highlights","True","https://img.rewe-static.de/1402243/20251340_digital-image.png"
"Dreamies Katzensnack mit köstlichem Käse Mega Pack 180g","Dreamies","4008429081781","3.99","180g (1 kg = 22,17 €)","Monats-Highlights","False","https://img.rewe-static.de/2749628/38275249_digital-image.png"
"Maggi Klare Suppe mit Rind für 16l","Maggi","7613287094407","3.89","16l (1 l = 0,24 €)","Monats-Highlights","False","https://img.rewe-static.de/7973611/31983339_digital-image.png"
"RibWorld Bourbon BBQ Pulled Beef 300g","NA","5391511059775","6.99","300g (1 kg = 23,30 €)","Monats-Highlights","False","https://img.rewe-static.de/7636606/41126225_digital-image.png"
"Moët & Chandon Champagner Impérial Brut 0,75l","Moët & Chandon","3185370729960","49.99","0,75l (1 l = 66,65 €)","Monats-Highlights","False","https://img.rewe-static.de/3713407/2734370_digital-image.png"
"Unser Land BayBio Brotzeitgurken 360g","Unser Land","4022621460106","2.99","360g (1 kg = 8,31 €)","Monats-Highlights","False","https://img.rewe-static.de/3005857/28857441_digital-image.png"
"Teekanne Ostfriesen Teefix 75g, 50 Beutel","Teekanne","4009300001065","3.29","75g (1 kg = 43,87 €)","Monats-Highlights","False","https://img.rewe-static.de/5619777/7477280_digital-image.png"
"Rotkäppchen Sekt halbtrocken 0,2l","Rotkäppchen-Mumm","4400066903547","1.59","0,20l (1 l = 7,95 €)","Monats-Highlights","False","https://img.rewe-static.de/6242863/2930160_digital-image.png"
"Rotkäppchen Sekt Rosé trocken 0,2l","Rotkäppchen-Mumm","4014741003844","1.59","0,20l (1 l = 7,95 €)","Monats-Highlights","False","https://img.rewe-static.de/0127369/1457780_digital-image.png"
"Oryza Ideal-Reis 1kg","Oryza","4006237620116","3.29","1000g","Monats-Highlights","False","https://img.rewe-static.de/5272297/6668720_digital-image.png"
"Lay's Sour Cream & Onion 150g","Lay's","4062139005888","1.19","150g (1 kg = 7,93 €)","Monats-Highlights","True","https://img.rewe-static.de/7755270/36435289_digital-image.png"
"Hela Gewürzketchup Curry Delikat 800ml","Hela","4027400148008","1.99","800ml (1 l = 2,49 €)","Monats-Highlights","True","https://img.rewe-static.de/7633236/41788887_digital-image.png"
"Ostmann Salz grob 175g","Ostmann","4002674079135","2.79","175g (1 kg = 15,94 €)","Monats-Highlights","False","https://img.rewe-static.de/4208234/9691940_digital-image.png"
"Jules Mumm Sekt trocken 0,2l","Jules Mumm","4011900532405","1.49","0,20l (1 l = 7,45 €)","Monats-Highlights","False","https://img.rewe-static.de/0507938/23214046_digital-image.png"
"Kölln Müsli Knusper Klassik Vorratspack 2kg","Kölln","4000540023473","9.99","2000g (1 kg = 5 €)","Monats-Highlights","False","https://img.rewe-static.de/0440668/5419730_digital-image.png"
"Lavera Pflegeshampoo Volumen & Kraft 250ml","Lavera","4021457655113","4.99","250ml (1 l = 19,96 €)","Monats-Highlights","False","https://img.rewe-static.de/8033478/30761635_digital-image.png"
"Jules Mumm Sekt Medium trocken 0,75l","Jules Mumm","4011900535109","5.49","0,75l (1 l = 7,32 €)","Monats-Highlights","False","https://img.rewe-static.de/3066045/2414900_digital-image.png"
"Palmolive Handspülmittel 750ml","Palmolive","8718951666436","1.69","750ml (1 l = 2,25 €)","Monats-Highlights","False","https://img.rewe-static.de/9062496/42719313_digital-image.png"
"Lay's Chips gesalzen 150g","Lay's","4062139005864","1.19","150g (1 kg = 7,93 €)","Monats-Highlights","True","https://img.rewe-static.de/7795569/35855163_digital-image.png"
"Tassimo Kaffeekapseln Morning Café mild & smooth 147g, 21 Kapseln","Tassimo","8711000852552","5.89","147g (1 kg = 40,07 €)","Monats-Highlights","False","https://img.rewe-static.de/8026796/31503300_digital-image.png"
"Ben's Original Basmati-Reis im Beutel 1kg","Ben's Original","5410673004635","5.49","1000g","Monats-Highlights","False","https://img.rewe-static.de/2266728/26835382_digital-image.png"
"Somat All in 1 Pro Nature 56 Spülmaschinentabs 900g","Somat","4015000971508","9.45","896kg (1 kg = 10,55 €)","Monats-Highlights","False","https://img.rewe-static.de/8431955/31234836_digital-image.png"
"Head & Shoulders Anti-Schuppen Shampoo Classic Clean 500ml","Head & Shoulders","8001090896315","6.99","500ml (1 l = 13,98 €)","Monats-Highlights","False","https://img.rewe-static.de/2952310/26869223_digital-image.png"
"Berchtesgadener Land Feinster Bio Schlagrahm 32% 500g","Berchtesgadener Land","4101530002840","3.49","500g (1 kg = 6,98 €)","Monats-Highlights","False","https://img.rewe-static.de/0481330/15714490_digital-image.png"
"Lindt Mini Pralinés Mischung 100g","Lindt","4000539103766","7.49","100g (1 kg = 74,90 €)","Monats-Highlights","False","https://img.rewe-static.de/8322143/29888310_digital-image.png"
"bi good Pflegeseife Zitronenmelisse 300ml","bi good","9009827003233","2.29","300ml (1 l = 7,63 €)","Monats-Highlights","False","https://img.rewe-static.de/7702369/38562067_digital-image.png"
"REWE Beste Wahl Joghurt mild 3,5 % Fett 1kg","REWE Beste Wahl","4337256651684","1.79","1kg","Monats-Highlights","False","https://img.rewe-static.de/8301065/29754009_digital-image.png"
"Purina Felix So gut wie es aussieht Doppelt lecker Geschmacksvielfalt vom Land in Gelee 24x85g","Felix","7613036898638","9.99","24x85g (1 kg = 4,90 €)","Monats-Highlights","False","https://img.rewe-static.de/8324008/29881388_digital-image.png"
"Coppenrath & Wiese 9 Kaiser-Semmeln 450g","Conditorei Coppenrath & Wiese","4008577006346","1.59","450g (1 kg = 3,53 €)","Monats-Highlights","True","https://img.rewe-static.de/3062900/27010603_digital-image.png"
"REWE Bio Rinder Entrecôte 170g","REWE Bio","2110920000009","7.63","1 Stück ca. 170 g (1 kg = 44,90 €)","Monats-Highlights","False","https://img.rewe-static.de/1287075/19750960_digital-image.png"
"Nutella 750g","Nutella","4008400404127","4.89","750g (1 kg = 6,52 €)","Monats-Highlights","False","https://img.rewe-static.de/5095220/29790555_digital-image.png"
"M&M's Chocolate 250g","M&M's","5000159023283","3.99","250g (1 kg = 15,96 €)","Monats-Highlights","False","https://img.rewe-static.de/4348141/39489560_digital-image.png"
"REWE to go Smoothie Apfel Mango Maracuja 0,75l","REWE to go","4337256621892","2.49","750ml (1 l = 3,32 €)","Monats-Highlights","False","https://img.rewe-static.de/8918095/38936006_digital-image.png"
"REWE Beste Wahl Erbsen mit Möhrchen gefroren 1kg","REWE Beste Wahl","4337256685399","2.99","1000g","Monats-Highlights","False","https://img.rewe-static.de/8983596/41493212_digital-image.png"
