"name","brand","ean","price","grammage","category","sale","image"
"Hella Erdbeer 6x0,75l","Hella","4102380027069","2.94","6x0,75l (1 l = 0,65 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/0341610/2111270_digital-image.png"
"Wegenstein Weißwein Grüner Veltliner trocken 1l","Wegenstein","4337256757980","2.99","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/6443281/3732360_digital-image.png"
"REWE Bio Frühstücksdirektsaft 1l","REWE Bio","4337256773089","2.59","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/7547590/42229033_digital-image.png"
"REWE Beste Wahl Scharfe Tomate 0,5l","REWE Beste Wahl","4337256426121","0.99","0,50l (1 l = 1,98 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0875433/5891200_digital-image.png"
"Coca-Cola 6x0,33l","Coca-Cola","5000112608571","5.94","6x0,33l (1 l = 3 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8291183/44452204_digital-image.png"
"Kaliskaya Wodka super de Luxe 0,7l","Kaliskaya","4337256403962","7.59","0,70l (1 l = 10,84 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0091819/3955130_digital-image.png"
"Gönrgy Tropical Guave 0,5l","GÖNRGY","4262484620013","1.49","0,50l (1 l = 2,98 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9946346/45445571_digital-image.png"
"Organics Fizzy Peach by Red Bull 330ml","Red Bull","9002490278953","0.95","0,33l (1 l = 2,88 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/9908411/47200184_digital-image.png"
"Coca-Cola Zero Sugar 12x0,5l","Coca-Cola","5449000134325","16.2","12x0,50l (1 l = 2,70 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2833770/25365898_digital-image.png"
"Gönrgy Pflaume Zimt 0,5l","GÖNRGY","4262484620037","1.49","0,50l (1 l = 2,98 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9945945/45445589_digital-image.png"
"Gerolsteiner Medium 6x0,5l","Gerolsteiner","4001513101426","3.9","6x0,50l (1 l = 1,30 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/6420958/5336110_digital-image.png"
"Volvic Mineralwasser Naturelle 6x0,75l","Volvic","3057640240263","4.74","6x0,75l (1 l = 1,05 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2666088/24881904_digital-image.png"
"Gönrgy Kaktus Kick 0,5l","GÖNRGY","4260456730487","1.49","0,50l (1 l = 2,98 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9095523/43906726_digital-image.png"
"Maximal G Energy Drink Sugarfree 0,25l","Maximal G","4388844254831","0.75","0,25l (1 l = 3 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2850162/25569686_digital-image.png"
"Bon Soir Rotwein trocken 1l","NA","4337256880145","2.29","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/5430976/3822360_digital-image.png"
"Hella Sunny Melon 6x0,75l","Hella","4102380034319","2.94","6x0,75l (1 l = 0,65 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/2708203/32788034_digital-image.png"
"REWE Beste Wahl Pfirsich Eistee 6x0,5l","REWE Beste Wahl","4337256176804","3.3","6x0,50l (1 l = 1,10 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8516791/34418356_digital-image.png"
"Mc Intyre Scotch Whisky 0,7l","Mc Intyre","4337256115827","7.99","0,70l (1 l = 11,41 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/4658078/5806250_digital-image.png"
"Kithara Ouzo 0,7l","Kithara","4337256124997","6.99","0,70l (1 l = 9,99 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8491584/32879900_digital-image.png"
"Krombacher Pils 6x0,5l","Krombacher","4008287922493","5.69","6x0,50l (1 l = 1,90 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8443527/31159194_digital-image.png"
"Lipton Sparkling Ice Tea Zitrone 0,33l","Lipton","4062139025015","0.99","0,33l (1 l = 3 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7937252/32743788_digital-image.png"
"Hella Erdbeere 0,75l","Hella","4102380027052","0.49","0,75l (1 l = 0,65 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/0341609/1201310_digital-image.png"
"Kerner Weißwein Riesling halbtrocken 1l","Kerner Riesling","4337256852814","2.99","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/1211975/13749930_digital-image.png"
"Fruity Grüner Tee Pfirsich 1l","Fruity","9006900214708","0.79","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/2104577/22485852_digital-image.png"
"REWE Bio Sauerkrautsaft mit Meersalz 0,5l","REWE Bio","4337256438964","1.29","0,50l (1 l = 2,58 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7185307/28936221_digital-image.png"
"Krombacher Pils alkoholfrei 6x0,33l","Krombacher","4008287052664","4.89","6x0,33l (1 l = 2,47 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/6489303/3747800_digital-image.png"
"Morio Weißwein Muskat QbA lieblich 0,75l","NA","4337256852838","2.49","0,75l (1 l = 3,32 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7024290/2533530_digital-image.png"
"Jim Beam Kentucky Straight Bourbon Whiskey 0,7l","Jim Beam","5010196091008","15.99","0,70l (1 l = 22,84 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0199257/883030_digital-image.png"
"Hella Kirsche 6x1,5l","Hella","4102380026154","7.74","6x1,50l (1 l = 0,86 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0338327/22828785_digital-image.png"
"Hella Birne Erfrischungsgetränk 6x0,75l","Hella","4102380032001","2.94","6x0,75l (1 l = 0,65 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/2103740/25894279_digital-image.png"
"Bullit Energy Drink Sugar Free 0,33l","Bullit","4337256216258","0.39","0,33l (1 l = 1,18 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7921815/33260296_digital-image.png"
"Capri-Sun Mystic Dragon Multipack 10x0,2l","Capri-Sun","4000177034514","3.49","10x0,20l (1 l = 1,75 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/8161025/47222165_digital-image.png"
"Vilsa Plus Lemon 6x1l","Vilsa","4104450065407","4.5","6x1l (1 l = 0,75 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7994285/32782295_digital-image.png"
"Volvic Active Vitamin+ Pfirsich 0,75l","Volvic","3057640598678","1.69","0,75l (1 l = 2,25 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9086793/43229396_digital-image.png"
"Beck's Pils 6x0,33l","Beck's","4100130900167","4.99","6x0,33l (1 l = 2,52 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/6641938/28088715_digital-image.png"
"Volvic Touch Apfel 6x1,5l","Volvic","3057640366093","11.34","6x1,50l (1 l = 1,26 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0262983/29524083_digital-image.png"
"Wilthener Gebirgskräuter 0,7l","Wilthener","4012429001311","5.49","0,70l (1 l = 7,84 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/6823831/6796120_digital-image.png"
"REWE Beste Wahl Aqua Mia Plus Kirsche 6x0,75l","REWE Beste Wahl","4337256253451","4.14","6x0,75l (1 l = 0,92 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8629770/35027412_digital-image.png"
"Monster Energy Zero Sugar 4x0,5l","Monster","5061013944076","4.99","4x0,50l (1 l = 2,50 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9049144/43166765_digital-image.png"
"REWE to go Orangensaft ohne Fruchtfleisch 0,5l","REWE to go","4337256842266","1.99","500ml (1 l = 3,98 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9114244/45056637_digital-image.png"
"Durstlöscher Wassermelonen Geschmack 0,5l","Durstlöscher","4100060035090","0.85","0,50l (1 l = 1,70 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7749558/41022341_digital-image.png"
"REWE Beste Wahl Ginger Ale 6x1l","REWE Beste Wahl","4388844147430","5.34","6x1l (1 l = 0,89 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2149329/23246289_digital-image.png"
"Volvic Mineralwasser Naturelle 1,5l","Volvic","3057640186158","0.67","1,50l (1 l = 0,45 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/0263349/27778849_digital-image.png"
"Innocent Plus Saft Citrus Shield 0,75l","Innocent","5038862438247","3.69","750ml (1 l = 4,92 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7870864/34183478_digital-image.png"
"Volvic Juicy Sommerfrüchte 6x1l","Volvic","3057640447938","10.74","6x1l (1 l = 1,79 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2357367/29523785_digital-image.png"
"Hohes C Milder Apfelsaft 100% Saft 1,5l","Hohes C","4048517631511","2.99","1,50l (1 l = 1,99 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0134760/44429892_digital-image.png"
"Maximal G Energy Drink 0,25l","Maximal G","4337256398480","0.75","0,25l (1 l = 3 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2472674/24679973_digital-image.png"
"REWE Bio Naturland Orangen Erfrischungsgetränk 0,75l","REWE Bio","4337256412889","1.19","0,75l (1 l = 1,59 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8729533/36029118_digital-image.png"
"Carlsberg Elephant Beer 0,5l","Carlsberg","5740600510350","0.99","0,50l (1 l = 1,98 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/0019212/27974485_digital-image.png"
"Tavernello Rosé Vino Rosato halbtrocken 1l","Tavernello","8008530008994","2.79","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/0535560/35089400_digital-image.png"
"Gerolsteiner Naturell 6x0,5l","Gerolsteiner","4001513101211","3.9","6x0,50l (1 l = 1,30 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/6420699/22728322_digital-image.png"
"Gönrgy Arctic Ice 0,5l","GÖNRGY","4260456730494","1.49","0,50l (1 l = 2,98 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7576956/43906792_digital-image.png"
"Kronenhof Doppel-Weizenkorn 0,7l","Kronenhof","4388840480197","5.99","0,70l (1 l = 8,56 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/5248817/1918710_digital-image.png"
"Island Bay Weißwein Sauvignon Blanc trocken 0,75l","Island Bay","4002287016503","5.99","0,75l (1 l = 7,99 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/1195534/39819991_digital-image.png"
"Pepsi Cola 0,33l","Pepsi","4062139025091","0.89","0,33l (1 l = 2,70 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8538558/32711925_digital-image.png"
"REWE to go Milder Shot Apfel Ingwer Zitrone 0,06l","REWE to go","42016304","1.49","60ml (1 l = 24,83 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9108557/45056254_digital-image.png"
"Durstlöscher Granatapfel-Zitronen-Geschmack 0,5l","Durstlöscher","4100060026463","0.85","0,50l (1 l = 1,70 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/3237107/31504972_digital-image.png"
"Marathon Iso Fitnessdrink 6x0,5l","Marathon","4388810058029","2.34","6x0,50l (1 l = 0,78 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0517534/9360510_digital-image.png"
"REWE Beste Wahl Eistee Zitrone-Limette 6x0,5l","REWE Beste Wahl","4337256176408","3.3","6x0,50l (1 l = 1,10 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7947113/36719484_digital-image.png"
"Santoro Rotwein Primitivo Puglia IGP trocken 0,75l","Santoro","8033986346512","3.49","0,75l (1 l = 4,65 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2177292/24425130_digital-image.png"
"Maybach Weißwein Riesling trocken 3l","Maybach","4003301072789","11.49","3l (1 l = 3,83 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2780956/31159791_digital-image.png"
"Lipton Ice Tea Zitrone Zero Zucker 6x1,25l","Lipton","4062139009961","11.34","6x1,25l (1 l = 1,51 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7599421/43256227_digital-image.png"
"Blauer Zweigelt Rotwein trocken 0,75l","Blauer Zweigelt","4337256757898","2.69","0,75l (1 l = 3,59 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0152981/1197020_digital-image.png"
"Coca-Cola light 12x0,5l","Coca-Cola","5449000027344","16.2","12x0,50l (1 l = 2,70 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2833777/25365901_digital-image.png"
"Maybach Weißwein Riesling QbA süss & fruchtig 0,75l","Maybach","4003301052460","4.99","0,75l (1 l = 6,65 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/1327272/28012613_digital-image.png"
"Volvic Tee Pfirsich Zero 6x1,5l","Volvic","3057640574733","11.34","6x1,50l (1 l = 1,26 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8891709/40168151_digital-image.png"
"Hella Birne 0,75l","Hella","4102380031998","0.49","0,75l (1 l = 0,65 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/2103728/22544956_digital-image.png"
"Afri Cola ohne Zucker 6x1l","Afri Cola","4009228250347","7.74","6x1l (1 l = 1,29 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2331298/24062079_digital-image.png"
"Gerolsteiner Sprudel 6x0,5l","Gerolsteiner","4001513101372","3.9","6x0,50l (1 l = 1,30 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/6420567/21944812_digital-image.png"
"Rasgón Rotwein Tempranillo halbtrocken 0,75l","Rasgón","8437003223068","3.99","0,75l (1 l = 5,32 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/3568300/821400_digital-image.png"
"Jack Daniel's Tennessee Whiskey 0,7l","Jack Daniel's","5099873212981","19.99","0,70l (1 l = 28,56 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/4676050/3229750_digital-image.png"
"Deit Zitrone trüb 6x0,75l","Deit","4019313006100","4.5","6x0,75l (1 l = 1 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/0574153/22591069_digital-image.png"
"Holsten Pilsener 0,5l","Holsten","42140818","0.79","0,50l (1 l = 1,58 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0016992/1152820_digital-image.png"
"Fanta Exotic 6x0,33l","Fanta","5000112667448","5.94","6x0,33l (1 l = 3 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7622172/41694797_digital-image.png"
"Gerolsteiner und Frucht Apfel Zitrone 6x0,75l","Gerolsteiner","4001513102294","7.14","6x0,75l (1 l = 1,59 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0913237/23659110_digital-image.png"
"Voelkel Bio Demeter Feldfrische Möhre 0,7l","Voelkel","4015533053849","2.99","0,70l (1 l = 4,27 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8958295/39776063_digital-image.png"
"Blanchet Jolie Weißwein Blanc de Blancs lieblich 0,75l","Blanchet","4001731317999","2.99","0,75l (1 l = 3,99 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/8408240/30741214_digital-image.png"
"J Hettinger Rosé Dornfelder Spätburgunder halbtrocken 1l","J | Hettinger","4018300880310","3.99","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/1376884/20672003_digital-image.png"
"REWE to go Smoothie Berry Kiss 250ml","REWE to go","4337256853774","1.29","250ml (1 l = 5,16 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9991768/45056467_digital-image.png"
"Vöslauer Lemongrass 6x1l","Vöslauer","9009700212752","2.99","6x1l (1 l = 0,50 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/8897889/39361767_digital-image.png"
"Havana Club Rum 0,7l","Havana Club","8501110088831","14.99","0,70l (1 l = 21,41 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7589723/43010917_digital-image.png"
"Finsbury London Dry Gin 0,7l","Finsbury","4062400309103","11.99","0,70l (1 l = 17,13 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/3211118/2572690_digital-image.png"
"Gordon's Gin Tonic 0,25l","Gordon's","5000289936576","1.99","0,25l (1 l = 7,96 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/8887468/39366852_digital-image.png"
"Ouzo 12 0,7l","Ouzo 12","5201003110702","10.99","0,70l (1 l = 15,70 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/4419170/1194780_digital-image.png"
"Alnavit Bio Granatapfel Muttersaft 0,33l","Alnavit","42279020","3.99","0,33l (1 l = 12,09 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0982534/25047120_digital-image.png"
"Soave Weißwein Ca'Vive DOC trocken 1l","Ca'vive","4337256756174","2.99","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/0557194/4221810_digital-image.png"
"Effect Habibi Berry 0,33l","Effect","4025127085460","0.79","0,33l (1 l = 2,39 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/9936328/46502725_digital-image.png"
"Amecke Sanfte Säfte Pink Grapefruit- Apfel-Sweetie 1l","Amecke","4005517004158","2.79","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/7282474/29556152_digital-image.png"
"REWE Bio Eistee Zitrone & Himbeere 0,5l","REWE Bio","4337256802727","1.19","0,50l (1 l = 2,38 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9067428/42980937_digital-image.png"
"Gerolsteiner Sprudel 6x0,75l","Gerolsteiner","4001513102232","5.1","6x0,75l (1 l = 1,13 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0699767/20242989_digital-image.png"
"Organics Easy Lemon by Red Bull 330ml","Red Bull","9002490278977","0.95","0,33l (1 l = 2,88 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/9908063/47199624_digital-image.png"
"Rotkäppchen Sekt trocken 0,2l","Rotkäppchen-Mumm","4400066903424","1.59","0,20l (1 l = 7,95 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/6242820/5838800_digital-image.png"
"Volvic Juicy Orange-Mango 6x1l","Volvic","3057640448508","10.74","6x1l (1 l = 1,79 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2357375/23886623_digital-image.png"
"REWE Bio Tomatensaft 1l","REWE Bio","4337256789066","1.69","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/9057786/42309148_digital-image.png"
"Rockstar Energy Drink Strawberry Lime Zero Sugar 0,5l","Rockstar","4062139006861","1.79","0,50l (1 l = 3,58 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9062705/42758843_digital-image.png"
"Quelly Vita 10 ACE Getränk 1,5l","Wesergold","4100060012329","1.49","1,50l (1 l = 0,99 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0547037/27644802_digital-image.png"
"Rockstar Energy Drink Sour Apple 0,5l","Rockstar","4060800178602","1.79","0,50l (1 l = 3,58 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/1946513/41888097_digital-image.png"
"Weingut Fogt Weißwein Grauer Burgunder QbA trocken 0,75l","Weingut Fogt","4260112715605","8.99","0,75l (1 l = 11,99 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2510283/41306752_digital-image.png"
"Hohes C Milder Multivitamin 100% Saft 3x0,2l","Hohes C","4048517709746","1.99","3x0,20l (1 l = 3,32 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8734058/35572181_digital-image.png"
"Valensina Saft Frühstücks-Pink Grapefruit 1l","Valensina","4009491022122","2.49","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/9048352/43747855_digital-image.png"
"Afri Cola 25 6x1l","Afri Cola","4009228250484","7.74","6x1l (1 l = 1,29 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0538871/17513330_digital-image.png"
"Söhnlein Brillant Sekt halbtrocken 0,75l","Söhnlein Brillant","4003310013568","4.49","0,75l (1 l = 5,99 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0715921/1395230_digital-image.png"
"Maybach Weißwein Chardonnay QbA trocken 3l","Maybach","4003301085574","11.49","3l (1 l = 3,83 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8285097/33618888_digital-image.png"
"Bitburger Pils 6x0,33l","Bitburger","4102430012410","4.99","6x0,33l (1 l = 2,52 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/6642225/30705400_digital-image.png"
"REWE Bio Eistee Pfirsich 0,5l","REWE Bio","4337256801300","1.19","0,50l","Getränke & Genussmittel","False","https://img.rewe-static.de/7596027/42981016_digital-image.png"
"Captain Morgan Original Spiced Gold 0,7l","Captain Morgan","5000299223017","12.99","0,70l (1 l = 18,56 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9801480/3448730_digital-image.png"
"Mariacron Weinbrand 0,7l","Mariacron","4045144710701","8.49","0,70l (1 l = 12,13 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0128546/3384090_digital-image.png"
"REWE to go Granatapfelsaft 500ml","REWE to go","4337256295727","1.99","500ml (1 l = 3,98 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8628248/34434697_digital-image.png"
"Underberg Magenbitter 12x20ml","Underberg","40341248","9.99","12x20ml (1 l = 41,63 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/1257714/3529270_digital-image.png"
"Beck's Pils 0,5l","Beck's","42178170","1.09","0,50l (1 l = 2,18 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0019260/5607670_digital-image.png"
"Monster Energy Zero Sugar 0,5l","Monster","5060947549555","1.49","0,50l (1 l = 2,98 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9024936/41810707_digital-image.png"
"REWE Beste Wahl Orange-Apfel 1l","REWE Beste Wahl","4337256831963","1.99","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/7580631/44475113_digital-image.png"
"Effect Energy Drink Strawberry Apricot 0,33l","Effect","4025127085767","0.79","0,33l (1 l = 2,39 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/9998572/44575718_digital-image.png"
"Faber Secco Frizzante trocken 0,75l","Faber","4001744063982","2.89","0,75l (1 l = 3,85 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/1360790/20315094_digital-image.png"
"REWE to go Ingwer Shot Apfel & Zitrone 300ml","REWE to go","4337256505840","3.99","330ml (1 l = 12,09 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8649878/37502946_digital-image.png"
"Rauch Eistee Berries 0,33l","Rauch","9008700207966","0.59","0,33l (1 l = 1,79 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/7910870/38956746_digital-image.png"
"Freixenet Rotwein Mederano Tinto halbtrocken 0,75l","Freixenet","8410384008387","4.49","0,75l (1 l = 5,99 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7157380/13485700_digital-image.png"
"III Freunde Weißwein Grauburgunder trocken 0,75l","NA","4260638760004","9.9","0,75l (1 l = 13,20 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7275479/27809170_digital-image.png"
"Innocent Immun Ingwer Shot & Kurkuma Vitamin A+D 80ml","Innocent","96203415","1.99","80ml (1 l = 24,88 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7631119/43134632_digital-image.png"
"J Hettinger Weißwein Müller-Thurgau trocken 1l","J | Hettinger","4018300880112","3.99","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/0181555/1218020_digital-image.png"
"Maybach Weißwein Weißer Burgunder trocken 3l","NA","4003301026010","11.49","3l (1 l = 3,83 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0028499/24220641_digital-image.png"
"REWE Beste Wahl Eistee Zitrone Limette 0,5l","REWE Beste Wahl","4337256176347","0.55","0,50l (1 l = 1,10 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7948092/33097715_digital-image.png"
"Brut Dargent Blanc de Blancs Chardonnay 0,75l","Brut Dargent","3263287626029","7.99","0,75l (1 l = 10,65 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/4767608/1755220_digital-image.png"
"Fanta Orange 12x0,5l","Fanta","5449000027351","16.2","12x0,50l (1 l = 2,70 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2833797/25366106_digital-image.png"
"Grand Sud Weißwein Chardonnay trocken 1l","Grand Sud","3263286350161","4.99","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/6285341/6294090_digital-image.png"
"Laurenza Weißwein Chardonnay trocken 0,75l","Laurenza","4337256756730","2.79","0,75l (1 l = 3,72 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/2820682/25071800_digital-image.png"
"Veltins Pilsener Dose 0,5l","Veltins","4005249001142","0.79","0,50l (1 l = 1,58 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/0017005/27822030_digital-image.png"
"REWE Beste Wahl Apfelschorle 1l","REWE Beste Wahl","4388844154681","0.99","1l","Getränke & Genussmittel","False","https://img.rewe-static.de/2181723/23165907_digital-image.png"
"Rotkäppchen Rotwein Dornfelder halbtrocken 0,75l","Rotkäppchen-Mumm","4014741380228","4.49","0,75l (1 l = 5,99 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/8757013/35693427_digital-image.png"
"Innocent Direktsaft Winter Edition Apfel, Pfirsich & Birne 0,9l","Innocent","5038862008563","3.69","900ml (1 l = 4,10 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/9974728/44962444_digital-image.png"
"Veltins Biermix V+ Curuba Tequila-Flavour 0,5l","Veltins","4005249001296","0.79","0,50l (1 l = 1,58 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/0440613/8781060_digital-image.png"
"Warsteiner 0,5l","Warsteiner","4000856003688","0.95","0,50l (1 l = 1,90 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0017006/1290650_digital-image.png"
"Capri-Sun Sirup Multivitamin 600ml","Capri-Sun","4000177033326","3.99","0,60l (1 l = 6,65 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7613215/43166520_digital-image.png"
"Le Sweet Filou Weißwein blanc süß 0,75l","Le Sweet Filou","3263280118989","3.99","0,75l (1 l = 5,32 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/1966633/21965841_digital-image.png"
"Moselland Akzente Weißwein Riesling QbA halbtrocken 0,75l","Moselland","4006975004186","3.99","0,75l (1 l = 5,32 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/7528680/2525500_digital-image.png"
"Deutsches Weintor Rotwein Dornfelder QbA lieblich 0,75l","Deutsches Weintor","4018300263519","3.99","0,75l (1 l = 5,32 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/4645995/12085200_digital-image.png"
"Effect Energy Drink Black Acai 0,33l","Effect","4025127090235","0.79","0,33l (1 l = 2,39 €)","Getränke & Genussmittel","True","https://img.rewe-static.de/7900259/38956445_digital-image.png"
"Franken Brunnen Spritzig 6x1,5l","Franken Brunnen","4002627003651","5.34","6x1,50l (1 l = 0,59 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0161457/18667650_digital-image.png"
"Spezi Original 6x0,75l","Spezi","4104580005601","7.14","6x0,75l (1 l = 1,59 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/1135612/24889656_digital-image.png"
"share Mineralwasser Still 0,5l","share","4260556672878","0.69","0,50l (1 l = 1,38 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/7214830/42425298_digital-image.png"
"Hella ACE 0,75l","Hella","4102380028783","0.79","0,75l (1 l = 1,05 €)","Getränke & Genussmittel","False","https://img.rewe-static.de/0903488/23994217_digital-image.png"
"REWE Beste Wahl Aqua Mia Plus Apfel 6x0,75l","REWE Beste Wahl","4337256828413","4.14","6x0,75l","Getränke & Genussmittel","False","https://img.rewe-static.de/9084125/45170409_digital-image.png"
